capital-gain,education-num,relationship,workclass,native-country,education,hours-per-week,fnlwgt,marital-status,race,capital-loss,sex,occupation,age,income
0,10,Husband,Private,United-States,Bachelors,40,173885,Married-civ-spouse,White,0,Male,Transport-moving,19,<=50K
0,8,Own-child,Local-gov,United-States,Some-college,45,307872,Never-married,White,0,Male,Adm-clerical,59,>50K
0,13,Husband,Private,United-States,Bachelors,40,107310,Married-civ-spouse,White,0,Male,Adm-clerical,37,>50K
0,14,Not-in-family,Private,United-States,HS-grad,40,92458,Married-civ-spouse,White,0,Male,Sales,66,<=50K
0,10,Not-in-family,Private,United-States,Some-college,40,231582,Never-married,White,0,Female,Other-service,59,>50K
0,9,Not-in-family,Private,United-States,Bachelors,40,181487,Never-married,White,0,Male,Prof-specialty,33,<=50K
0,9,Husband,Private,United-States,Bachelors,40,98845,Never-married,White,0,Male,Sales,25,>50K
0,9,Husband,Private,United-States,HS-grad,40,12098,Married-civ-spouse,White,0,Male,Craft-repair,27,<=50K
0,10,Not-in-family,Private,United-States,Some-college,40,48469,Never-married,White,0,Male,Other-service,29,<=50K
0,9,Not-in-family,Self-emp-not-inc,United-States,Bachelors,40,47700,Divorced,White,0,Male,Craft-repair,36,<=50K
0,14,Husband,Private,United-States,Bachelors,40,106591,Married-civ-spouse,White,0,Male,Exec-managerial,44,<=50K
0,10,Own-child,Local-gov,United-States,Some-college,45,117794,Never-married,White,0,Male,Other-service,26,<=50K
0,9,Husband,Private,United-States,Some-college,30,161594,Divorced,White,0,Female,Adm-clerical,39,>50K
0,13,Husband,Private,United-States,Bachelors,40,243930,Divorced,White,0,Male,Prof-specialty,35,<=50K
0,9,Husband,Local-gov,United-States,HS-grad,40,183568,Married-civ-spouse,White,0,Female,Prof-specialty,43,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,40,97215,Married-civ-spouse,White,0,Male,Prof-specialty,37,<=50K
0,13,Not-in-family,Private,United-States,Bachelors,40,56464,Never-married,White,0,Female,Sales,46,<=50K
0,13,Not-in-family,Private,United-States,10th,40,231073,Married-civ-spouse,White,0,Female,Sales,22,<=50K
0,10,Not-in-family,Private,United-States,HS-grad,40,185267,Divorced,White,0,Male,Prof-specialty,20,<=50K
0,4,Husband,Private,United-States,12th,50,266189,Married-civ-spouse,White,0,Male,Exec-managerial,18,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,97064,Separated,White,0,Female,Handlers-cleaners,24,>50K
0,9,Husband,Private,United-States,HS-grad,40,291187,Married-civ-spouse,White,0,Male,Prof-specialty,37,<=50K
0,9,Husband,Private,United-States,HS-grad,40,67700,Married-civ-spouse,White,0,Male,Exec-managerial,41,<=50K
0,10,Husband,Private,United-States,Bachelors,40,172491,Married-civ-spouse,White,0,Male,Other-service,28,<=50K
0,10,Husband,Local-gov,United-States,HS-grad,55,162973,Married-civ-spouse,White,0,Female,Transport-moving,45,<=50K
0,13,Husband,Private,United-States,Bachelors,20,84790,Divorced,White,0,Male,Prof-specialty,40,>50K
0,9,Husband,Private,United-States,Some-college,40,142567,Married-civ-spouse,White,0,Male,Adm-clerical,24,>50K
0,9,Husband,Private,United-States,Bachelors,40,278549,Divorced,Other,0,Male,Machine-op-inspct,33,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,20,38796,Married-civ-spouse,White,0,Male,Farming-fishing,27,<=50K
0,10,Husband,Private,United-States,Some-college,40,132630,Divorced,Black,0,Male,Farming-fishing,45,>50K
0,13,Unmarried,Private,United-States,Bachelors,40,381139,Widowed,White,0,Female,Sales,28,>50K
0,13,Own-child,Private,United-States,Bachelors,40,171138,Never-married,White,0,Male,Adm-clerical,35,>50K
0,9,Own-child,Private,United-States,Masters,40,123668,Divorced,White,0,Male,Other-service,37,<=50K
0,10,Husband,Private,United-States,Bachelors,40,77524,Married-civ-spouse,White,0,Female,Exec-managerial,33,>50K
99999,13,Not-in-family,Private,United-States,Prof-school,40,215624,Married-civ-spouse,White,0,Male,Adm-clerical,44,<=50K
0,9,Own-child,Private,United-States,Some-college,40,167313,Never-married,White,0,Male,Exec-managerial,25,<=50K
0,6,Husband,Private,United-States,Bachelors,40,231962,Divorced,White,0,Male,Exec-managerial,32,<=50K
0,13,Husband,Private,United-States,HS-grad,40,131356,Married-civ-spouse,White,0,Male,Transport-moving,35,>50K
0,9,Husband,Private,United-States,Bachelors,40,78863,Married-civ-spouse,White,0,Male,Craft-repair,22,<=50K
0,7,Husband,Private,United-States,HS-grad,40,10175,Married-civ-spouse,White,0,Male,Sales,37,>50K
0,9,Own-child,Private,United-States,HS-grad,50,9081,Never-married,White,0,Male,Craft-repair,43,<=50K
0,12,Wife,Private,United-States,Some-college,40,296792,Divorced,White,0,Male,Machine-op-inspct,32,>50K
0,10,Not-in-family,Private,United-States,Some-college,45,49811,Never-married,White,0,Female,Transport-moving,18,<=50K
0,13,Not-in-family,Private,United-States,Bachelors,50,106974,Married-civ-spouse,White,0,Male,Exec-managerial,32,>50K
0,13,Not-in-family,Private,United-States,Bachelors,40,132695,Never-married,White,0,Male,Other-service,24,<=50K
0,11,Own-child,Private,United-States,HS-grad,40,108801,Married-civ-spouse,White,0,Male,Sales,34,<=50K
0,9,Husband,Private,United-States,Bachelors,40,232292,Married-civ-spouse,White,0,Male,Sales,69,<=50K
0,12,Husband,Private,United-States,HS-grad,40,152024,Married-civ-spouse,White,0,Female,Machine-op-inspct,54,<=50K
0,10,Husband,Private,United-States,Some-college,40,78878,Married-civ-spouse,White,0,Male,Craft-repair,60,<=50K
0,9,Not-in-family,Private,United-States,Assoc-acdm,40,177948,Divorced,White,0,Male,Sales,40,<=50K
0,9,Husband,Private,United-States,HS-grad,45,33886,Never-married,White,0,Male,Exec-managerial,25,>50K
0,9,Other-relative,Private,United-States,HS-grad,20,159548,Never-married,White,0,Male,Transport-moving,51,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,231234,Married-civ-spouse,White,0,Male,Exec-managerial,38,<=50K
0,5,Husband,Private,United-States,HS-grad,40,91578,Married-civ-spouse,White,0,Male,Sales,54,<=50K
0,10,Husband,Private,United-States,Some-college,40,200327,Never-married,White,0,Female,Sales,31,<=50K
0,13,Not-in-family,Private,United-States,HS-grad,20,88638,Never-married,White,0,Male,Prof-specialty,51,<=50K
0,13,Not-in-family,Private,United-States,HS-grad,40,40024,Divorced,White,0,Male,Handlers-cleaners,32,>50K
0,9,Husband,Private,United-States,HS-grad,35,92863,Divorced,White,0,Male,Adm-clerical,32,>50K
0,9,Husband,Private,United-States,HS-grad,40,252401,Married-civ-spouse,White,0,Female,Machine-op-inspct,47,<=50K
0,11,Husband,Private,United-States,Some-college,40,138811,Married-civ-spouse,White,0,Male,Tech-support,67,<=50K
0,7,Husband,Private,United-States,HS-grad,40,206460,Married-civ-spouse,White,0,Male,Adm-clerical,39,<=50K
0,9,Husband,Private,United-States,11th,40,207954,Married-civ-spouse,White,0,Male,Tech-support,31,<=50K
0,9,Husband,Private,United-States,HS-grad,40,329843,Married-civ-spouse,White,0,Male,Exec-managerial,32,>50K
0,9,Husband,Private,United-States,HS-grad,40,108837,Married-civ-spouse,Black,0,Male,Exec-managerial,25,<=50K
0,9,Own-child,Private,United-States,Assoc-voc,40,140782,Married-civ-spouse,White,0,Male,Prof-specialty,44,<=50K
0,9,Husband,Private,South-East,Bachelors,7,165835,Married-civ-spouse,White,0,Male,Craft-repair,24,<=50K
0,9,Husband,Private,United-States,HS-grad,40,127577,Widowed,White,0,Male,Sales,27,<=50K
0,13,Not-in-family,Private,United-States,7th-8th,40,122650,Never-married,Black,0,Female,Handlers-cleaners,51,<=50K
0,9,Husband,Private,United-States,Bachelors,40,140945,Never-married,White,1762,Male,Exec-managerial,23,<=50K
0,9,Husband,Private,United-States,HS-grad,40,146892,Married-civ-spouse,White,0,Male,Transport-moving,32,>50K
0,10,Husband,Private,United-States,Bachelors,40,226615,Married-civ-spouse,White,0,Male,Craft-repair,32,>50K
0,6,Not-in-family,Private,United-States,Some-college,35,47616,Never-married,White,0,Male,Farming-fishing,18,>50K
0,11,Unmarried,Private,United-States,HS-grad,40,265314,Married-civ-spouse,White,0,Male,Sales,53,>50K
0,10,Husband,Private,United-States,Some-college,25,131436,Married-civ-spouse,Asian-Pac-Islander,0,Male,Other-service,49,>50K
0,9,Husband,Private,United-States,HS-grad,40,286974,Married-civ-spouse,White,0,Female,Prof-specialty,53,<=50K
0,9,Own-child,Local-gov,United-States,HS-grad,40,78715,Never-married,White,0,Female,Craft-repair,24,>50K
0,10,Husband,Local-gov,United-States,Some-college,20,125892,Married-civ-spouse,White,0,Male,Exec-managerial,44,>50K
0,9,Husband,Private,United-States,HS-grad,40,134889,Never-married,White,0,Male,Prof-specialty,27,<=50K
0,4,Husband,Private,United-States,HS-grad,40,255858,Married-civ-spouse,White,0,Male,Exec-managerial,23,>50K
0,9,Husband,State-gov,United-States,HS-grad,40,222573,Married-civ-spouse,White,0,Male,Handlers-cleaners,35,<=50K
0,9,Own-child,Self-emp-inc,United-States,HS-grad,40,171648,Never-married,White,0,Male,Sales,31,<=50K
0,10,Unmarried,Private,United-States,Some-college,40,487848,Married-civ-spouse,White,0,Male,Craft-repair,21,<=50K
0,14,Unmarried,Private,United-States,Bachelors,40,231029,Married-civ-spouse,White,0,Male,Adm-clerical,41,<=50K
0,10,Own-child,Private,United-States,Some-college,45,223624,Never-married,White,0,Female,Other-service,41,>50K
7688,9,Wife,Private,United-States,Bachelors,40,152373,Married-civ-spouse,White,0,Male,Adm-clerical,56,<=50K
0,9,Husband,Private,United-States,10th,40,296450,Married-civ-spouse,White,0,Male,Handlers-cleaners,53,<=50K
0,9,Husband,Private,United-States,Some-college,40,289960,Married-civ-spouse,White,0,Female,Machine-op-inspct,48,<=50K
0,10,Not-in-family,Private,United-States,Assoc-acdm,48,137614,Never-married,Other,0,Male,Handlers-cleaners,35,>50K
0,9,Husband,Self-emp-not-inc,United-States,HS-grad,40,319032,Married-civ-spouse,White,0,Female,Other-service,38,>50K
0,7,Own-child,Private,United-States,Bachelors,40,181130,Never-married,White,0,Female,Other-service,39,<=50K
0,9,Husband,Private,United-States,Bachelors,40,176836,Divorced,White,0,Male,Other-service,48,>50K
0,9,Own-child,Private,United-States,Some-college,22,87740,Married-civ-spouse,White,0,Male,Exec-managerial,43,<=50K
13550,9,Unmarried,Private,United-States,HS-grad,45,247824,Never-married,White,0,Male,Exec-managerial,37,>50K
0,9,Unmarried,Private,United-States,HS-grad,40,188972,Married-civ-spouse,White,0,Male,Sales,29,<=50K
0,11,Husband,Private,United-States,Bachelors,45,77824,Married-civ-spouse,Black,0,Male,Exec-managerial,46,>50K
0,13,Wife,Private,United-States,HS-grad,40,247600,Divorced,White,0,Male,Transport-moving,36,<=50K
0,13,Not-in-family,Private,United-States,Bachelors,40,157569,Married-civ-spouse,Black,0,Male,Sales,26,<=50K
0,13,Own-child,Private,United-States,HS-grad,43,113448,Married-civ-spouse,White,0,Male,Farming-fishing,43,<=50K
0,11,Unmarried,Private,United-States,HS-grad,60,231038,Married-civ-spouse,White,0,Male,Exec-managerial,41,<=50K
0,9,Own-child,Private,United-States,HS-grad,40,133372,Never-married,White,0,Male,Craft-repair,41,<=50K
0,10,Unmarried,Private,United-States,Some-college,40,92425,Divorced,White,0,Male,Craft-repair,32,<=50K
0,13,Not-in-family,Private,United-States,Some-college,40,97315,Married-civ-spouse,White,0,Female,Sales,56,<=50K
0,11,Husband,Self-emp-not-inc,United-States,Assoc-acdm,40,160153,Married-civ-spouse,White,0,Male,Craft-repair,28,<=50K
0,10,Own-child,Private,Peru,Some-college,40,215943,Married-civ-spouse,White,0,Male,Craft-repair,46,<=50K
0,15,Unmarried,Private,United-States,Masters,40,126755,Never-married,White,0,Male,Handlers-cleaners,27,>50K
0,13,Husband,Private,United-States,Bachelors,40,142282,Divorced,White,0,Female,Craft-repair,30,<=50K
0,9,Unmarried,Private,Ecuador,Some-college,60,84735,Married-civ-spouse,White,0,Male,Other-service,44,<=50K
0,9,Husband,Private,United-States,HS-grad,40,275093,Married-civ-spouse,White,0,Female,Exec-managerial,37,<=50K
0,10,Not-in-family,Private,United-States,Some-college,20,216999,Never-married,White,0,Male,Transport-moving,23,<=50K
0,9,Husband,Private,United-States,HS-grad,40,181521,Married-civ-spouse,White,0,Male,Other-service,38,>50K
0,9,Husband,Private,United-States,Bachelors,60,204829,Married-civ-spouse,White,0,Male,Prof-specialty,35,<=50K
0,10,Own-child,Private,United-States,Some-college,26,160130,Never-married,White,0,Male,Prof-specialty,37,<=50K
0,9,Husband,Private,United-States,Bachelors,40,229272,Married-civ-spouse,White,0,Female,Craft-repair,35,>50K
0,9,Other-relative,Private,United-States,HS-grad,40,112690,Never-married,White,0,Female,Sales,48,<=50K
0,14,Own-child,Private,United-States,HS-grad,40,232637,Divorced,Black,0,Female,Sales,67,>50K
0,13,Husband,Private,United-States,Some-college,40,141449,Married-civ-spouse,White,0,Male,Transport-moving,34,<=50K
0,10,Husband,Self-emp-not-inc,United-States,Bachelors,40,267612,Married-civ-spouse,White,0,Male,Exec-managerial,49,<=50K
0,9,Not-in-family,Local-gov,United-States,Some-college,40,103356,Divorced,White,0,Female,Transport-moving,32,>50K
0,9,Husband,Private,United-States,Assoc-acdm,40,197646,Married-civ-spouse,White,0,Male,Sales,59,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,131868,Never-married,White,0,Female,Transport-moving,43,<=50K
0,9,Husband,Private,United-States,Some-college,40,134561,Married-civ-spouse,White,0,Male,Sales,48,<=50K
0,10,Husband,Private,United-States,Some-college,40,214518,Married-civ-spouse,White,0,Male,Other-service,45,<=50K
0,9,Husband,Private,United-States,HS-grad,35,169269,Married-civ-spouse,White,0,Female,Craft-repair,38,>50K
0,13,Not-in-family,Private,United-States,Bachelors,50,286065,Divorced,White,0,Male,Prof-specialty,62,<=50K
0,9,Husband,Private,United-States,HS-grad,40,226933,Married-civ-spouse,White,0,Male,Craft-repair,33,<=50K
0,13,Not-in-family,Private,United-States,Masters,15,88895,Never-married,White,0,Male,Handlers-cleaners,28,<=50K
0,10,Own-child,Private,United-States,Some-college,40,187329,Never-married,White,0,Female,Handlers-cleaners,37,>50K
0,9,Husband,Private,United-States,Some-college,40,188808,Divorced,White,0,Male,Handlers-cleaners,24,>50K
0,9,Husband,Private,United-States,HS-grad,40,355918,Married-civ-spouse,White,0,Male,Handlers-cleaners,21,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,40,191204,Married-civ-spouse,White,0,Male,Other-service,41,<=50K
0,13,Husband,Private,United-States,Bachelors,40,177945,Married-civ-spouse,White,0,Male,Priv-house-serv,29,<=50K
2105,10,Own-child,Private,United-States,Some-college,40,402136,Married-civ-spouse,White,0,Male,Handlers-cleaners,35,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,50,53366,Never-married,White,0,Male,Craft-repair,52,<=50K
0,9,Husband,Private,United-States,HS-grad,46,164984,Married-civ-spouse,White,0,Male,Sales,50,<=50K
0,15,Husband,Private,United-States,Bachelors,30,144084,Married-civ-spouse,Black,0,Male,Sales,26,<=50K
0,9,Husband,Private,United-States,HS-grad,20,167031,Never-married,White,0,Male,Tech-support,27,<=50K
0,10,Husband,Private,United-States,Some-college,40,178510,Never-married,White,0,Female,Transport-moving,43,<=50K
0,11,Husband,Private,United-States,Doctorate,55,215311,Married-civ-spouse,White,0,Male,Craft-repair,29,>50K
0,14,Unmarried,Self-emp-not-inc,United-States,Some-college,40,230919,Married-civ-spouse,White,0,Male,Sales,46,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,40,77616,Never-married,White,0,Female,Handlers-cleaners,43,>50K
0,9,Not-in-family,Private,United-States,HS-grad,35,106778,Divorced,White,0,Male,Prof-specialty,49,<=50K
0,13,Own-child,Private,United-States,Bachelors,40,329874,Never-married,White,0,Female,Machine-op-inspct,33,<=50K
0,5,Husband,Local-gov,United-States,Bachelors,40,185401,Married-spouse-absent,White,0,Female,Exec-managerial,30,<=50K
0,9,Husband,Private,United-States,HS-grad,30,86745,Married-civ-spouse,White,0,Male,Exec-managerial,57,>50K
0,6,Not-in-family,Private,United-States,HS-grad,40,19908,Married-civ-spouse,White,0,Male,Machine-op-inspct,21,<=50K
0,9,Own-child,Private,United-States,Some-college,40,381715,Married-civ-spouse,White,0,Male,Craft-repair,40,>50K
0,9,Not-in-family,Private,United-States,Some-college,40,142636,Never-married,White,0,Male,Transport-moving,48,<=50K
0,9,Not-in-family,Private,United-States,Bachelors,40,176821,Never-married,White,0,Male,Machine-op-inspct,33,<=50K
0,13,Husband,Private,United-States,HS-grad,70,334744,Married-civ-spouse,White,0,Male,Handlers-cleaners,27,<=50K
0,13,Own-child,Private,United-States,HS-grad,30,167528,Married-civ-spouse,White,0,Male,Craft-repair,26,<=50K
0,13,Not-in-family,Private,United-States,Some-college,40,281215,Never-married,White,0,Male,Prof-specialty,21,<=50K
0,9,Husband,Private,United-States,Bachelors,40,163350,Divorced,White,0,Male,Other-service,35,<=50K
0,9,Not-in-family,Local-gov,United-States,Assoc-acdm,40,213140,Never-married,White,0,Male,Craft-repair,26,<=50K
0,6,Not-in-family,Private,United-States,Assoc-acdm,40,289910,Never-married,White,0,Male,Sales,38,<=50K
0,13,Not-in-family,Private,United-States,11th,40,78873,Married-civ-spouse,White,0,Male,Farming-fishing,34,>50K
0,10,Not-in-family,Private,United-States,Assoc-voc,45,293592,Married-civ-spouse,White,0,Male,Other-service,28,>50K
0,7,Not-in-family,Private,United-States,Assoc-voc,45,289735,Divorced,White,0,Female,Sales,40,<=50K
0,9,Own-child,Private,United-States,Some-college,40,77266,Never-married,White,0,Male,Other-service,46,<=50K
0,9,Not-in-family,Private,United-States,HS-grad,40,87601,Married-civ-spouse,White,0,Male,Prof-specialty,32,<=50K
0,7,Husband,Private,United-States,Some-college,40,161377,Married-civ-spouse,White,0,Male,Exec-managerial,49,<=50K
0,10,Unmarried,Private,United-States,Some-college,40,177560,Married-civ-spouse,White,0,Male,Sales,35,<=50K
0,10,Not-in-family,Private,United-States,Bachelors,40,161508,Never-married,White,0,Female,Other-service,31,<=50K
0,9,Husband,Private,United-States,HS-grad,40,229431,Married-civ-spouse,White,0,Male,Sales,28,<=50K
0,11,Husband,Self-emp-not-inc,United-States,Bachelors,40,37932,Married-civ-spouse,White,0,Female,Craft-repair,26,>50K
0,9,Husband,Private,United-States,HS-grad,50,262634,Married-civ-spouse,White,0,Male,Adm-clerical,41,>50K
0,10,Husband,Private,United-States,Some-college,40,147423,Widowed,White,0,Male,Sales,34,<=50K
0,10,Not-in-family,Local-gov,United-States,Some-college,40,92863,Never-married,White,0,Male,Craft-repair,17,>50K
0,10,Husband,Private,United-States,HS-grad,40,227113,Married-spouse-absent,White,0,Male,Sales,31,<=50K
0,10,Husband,Private,United-States,Some-college,40,376464,Married-civ-spouse,White,0,Male,Prof-specialty,71,>50K
0,13,Unmarried,Private,United-States,HS-grad,40,59145,Married-civ-spouse,White,0,Male,Craft-repair,44,<=50K
0,13,Not-in-family,Private,United-States,HS-grad,25,131876,Divorced,White,0,Male,Prof-specialty,24,<=50K
